5.000000000000000000e+03 5.446440143445770256e+06 -2.979188976897136774e+06 3.437230248705434613e+06 -3.334681973100447976e+03 1.478918899626343546e+03 6.549173791137109220e+03
5.005000000000000000e+03 5.429690837308122776e+06 -2.971752870941319503e+06 3.469928051754875109e+06 -3.365007269016016835e+03 1.495511574146568591e+03 6.529864368971655495e+03
5.010000000000000000e+03 5.412790275762499310e+06 -2.964233966646342538e+06 3.502528589379564393e+06 -3.395238117831896488e+03 1.512062209377688305e+03 6.510372801431059997e+03
5.015000000000000000e+03 5.395738659959791228e+06 -2.956632353698175400e+06 3.535031476096962579e+06 -3.425374159556072300e+03 1.528570607988693610e+03 6.490699328170260742e+03
5.020000000000000000e+03 5.378536602650742978e+06 -2.948948305272748694e+06 3.567435541829588823e+06 -3.455414306847108037e+03 1.545036174206528813e+03 6.470844663763230528e+03
5.025000000000000000e+03 5.361184725640026852e+06 -2.941182099508413114e+06 3.599739622485101689e+06 -3.485357478282483953e+03 1.561458314912329797e+03 6.450809533719218962e+03
5.030000000000000000e+03 5.343683235449529253e+06 -2.933333829037947580e+06 3.631943336225548293e+06 -3.515203317739812064e+03 1.577836834534898799e+03 6.430594184254250649e+03
5.035000000000000000e+03 5.326032761059314944e+06 -2.925403775937600993e+06 3.664045523839264642e+06 -3.544950748752693016e+03 1.594171142196612891e+03 6.410199349576143504e+03
5.040000000000000000e+03 5.308233940413047560e+06 -2.917392227205333766e+06 3.696045032263723668e+06 -3.574598700926667789e+03 1.610460649758277896e+03 6.389625774715991611e+03
5.045000000000000000e+03 5.290286985345210880e+06 -2.909299278394193389e+06 3.727941483402606100e+06 -3.604146822100962709e+03 1.626705163460015683e+03 6.368873712363866616e+03
5.050000000000000000e+03 5.272192540899681859e+06 -2.901125220405944157e+06 3.759733729203654453e+06 -3.633594046958562558e+03 1.642904097471162913e+03 6.347943916148870812e+03
5.055000000000000000e+03 5.253951260991960764e+06 -2.892870349022537004e+06 3.791420627924753353e+06 -3.662939316404225337e+03 1.659056868782236279e+03 6.326837150409403876e+03
5.060000000000000000e+03 5.235563362708775327e+06 -2.884534762689558789e+06 3.823001805308196228e+06 -3.692182282329846657e+03 1.675163285495684704e+03 6.305553674220044741e+03
5.065000000000000000e+03 5.217029506988660432e+06 -2.876118761057592463e+06 3.854476124750535004e+06 -3.721321890837205956e+03 1.691222766977045012e+03 6.284094260414227392e+03
5.070000000000000000e+03 5.198350212658680044e+06 -2.867622579927037470e+06 3.885842708077032585e+06 -3.750357327613659436e+03 1.707234864146238579e+03 6.262459517627635250e+03
5.075000000000000000e+03 5.179526154662416317e+06 -2.859046526669887360e+06 3.917100429087284021e+06 -3.779287549045719970e+03 1.723199001064117056e+03 6.240650235598640393e+03
5.080000000000000000e+03 5.160557556993861683e+06 -2.850390703544379212e+06 3.948248918789218180e+06 -3.808112212565823029e+03 1.739114988393345129e+03 6.218666681773036544e+03
5.085000000000000000e+03 5.141445101514312439e+06 -2.841655421742813196e+06 3.979287056289320812e+06 -3.836830279913199774e+03 1.754982252656579931e+03 6.196509654243972363e+03
5.090000000000000000e+03 5.122189478732625954e+06 -2.832840997235469986e+06 4.010213727374725044e+06 -3.865440719392143819e+03 1.770800223387775077e+03 6.174179961536408882e+03
5.095000000000000000e+03 5.102790917749721557e+06 -2.823947535105963238e+06 4.041028567111468874e+06 -3.893943192690527212e+03 1.786568713226206000e+03 6.151677877266409268e+03
5.100000000000000000e+03 5.083250115911087021e+06 -2.814975355107544921e+06 4.071730466717945412e+06 -3.922336673579713988e+03 1.802287154231589284e+03 6.129004218206070618e+03
5.105000000000000000e+03 5.063567779110244475e+06 -2.805924781725657638e+06 4.102318324248695746e+06 -3.950620142539570224e+03 1.817954981554665210e+03 6.106159811436197742e+03
5.110000000000000000e+03 5.043744141490487382e+06 -2.796795922839275096e+06 4.132791778919884469e+06 -3.978793265596919809e+03 1.833572009858643696e+03 6.083144936648648581e+03
5.115000000000000000e+03 5.023779915699075907e+06 -2.787589106678417418e+06 4.163149734340281691e+06 -4.006855028811129159e+03 1.849137676883029371e+03 6.059960429061573450e+03
5.120000000000000000e+03 5.003675822829603218e+06 -2.778304666158366483e+06 4.193391101108482108e+06 -4.034804425091419944e+03 1.864651423537110304e+03 6.036607134076184593e+03
5.125000000000000000e+03 4.983432102002061903e+06 -2.768942711922744755e+06 4.223515522681168281e+06 -4.062641124884720739e+03 1.880113066554159332e+03 6.013085337364414045e+03
5.130000000000000000e+03 4.963049480979222804e+06 -2.759503580592096783e+06 4.253521915332444012e+06 -4.090364126789994771e+03 1.895522049494185467e+03 5.989395892353123600e+03
5.135000000000000000e+03 4.942528695866535418e+06 -2.749987613424126524e+06 4.283409202477855608e+06 -4.117972436395106342e+03 1.910877819164579932e+03 5.965539662524229243e+03
5.140000000000000000e+03 4.921869990693681873e+06 -2.740394923795697279e+06 4.313177031903705560e+06 -4.145465728646201569e+03 1.926180194413832396e+03 5.941516939432617619e+03
5.145000000000000000e+03 4.901074108149060048e+06 -2.730725856629529037e+06 4.342824332820676267e+06 -4.172843014928981574e+03 1.941428624760961839e+03 5.917328594472293844e+03
5.150000000000000000e+03 4.880141799157844856e+06 -2.720980761436215602e+06 4.372350041730777360e+06 -4.200103313755112140e+03 1.956622563049092378e+03 5.892975508961697415e+03
5.155000000000000000e+03 4.859073312591455877e+06 -2.711159754293831065e+06 4.401753810837287456e+06 -4.227246304646603676e+03 1.971761830285781116e+03 5.868457980240598772e+03
5.160000000000000000e+03 4.837869405870213173e+06 -2.701263188336846419e+06 4.431034582555234432e+06 -4.254271012018818510e+03 1.986845882085586254e+03 5.843776897424208073e+03
5.165000000000000000e+03 4.816530844543230720e+06 -2.691291421237120405e+06 4.460191306738951243e+06 -4.281176467548005348e+03 2.001874177462835405e+03 5.818933159419144431e+03
5.170000000000000000e+03 4.795057882254541852e+06 -2.681244571741289925e+06 4.489223640094587579e+06 -4.307962355406501047e+03 2.016846539626959611e+03 5.793927069250845307e+03
5.175000000000000000e+03 4.773451290959169157e+06 -2.671123001103112474e+06 4.518130538505441509e+06 -4.334627713277725888e+03 2.031762430422330226e+03 5.768759533505820400e+03
5.180000000000000000e+03 4.751711850630993024e+06 -2.660927075062190648e+06 4.546910965439988300e+06 -4.361171586238579039e+03 2.046621315167673856e+03 5.743431468426739229e+03
5.185000000000000000e+03 4.729839819616234861e+06 -2.650656915000312496e+06 4.575564582191980444e+06 -4.387593663184275101e+03 2.061423019316103819e+03 5.717943182624173460e+03
5.190000000000000000e+03 4.707835984203745611e+06 -2.640312890196049120e+06 4.604090358373224735e+06 -4.413892995300322582e+03 2.076167011074015591e+03 5.692295599902004142e+03
5.195000000000000000e+03 4.685701138589540496e+06 -2.629895374361248221e+06 4.632487271324329078e+06 -4.440068641295821180e+03 2.090852762195491778e+03 5.666489653582944811e+03
5.200000000000000000e+03 4.663435545750569552e+06 -2.619404491478848271e+06 4.660754987009730190e+06 -4.466120294859109890e+03 2.105480100418013990e+03 5.640525657761318143e+03
5.205000000000000000e+03 4.641040006105372682e+06 -2.608840618755884003e+06 4.688892489025963470e+06 -4.492047020907107253e+03 2.120048500439861073e+03 5.614404553200788541e+03
5.210000000000000000e+03 4.618515327865720727e+06 -2.598204137778854463e+06 4.716898768840217032e+06 -4.517847892008488088e+03 2.134557440579420017e+03 5.588127290044030815e+03
5.215000000000000000e+03 4.595861778566988185e+06 -2.587495175097322091e+06 4.744773497168998234e+06 -4.543522606712579545e+03 2.149006750897977327e+03 5.561694187767044241e+03
5.220000000000000000e+03 4.573080172549690120e+06 -2.576714115748443641e+06 4.772515671846028417e+06 -4.569070243892660073e+03 2.163395912713453981e+03 5.535106203831850507e+03
5.225000000000000000e+03 4.550171331831729040e+06 -2.565861349093928933e+06 4.800124298715481535e+06 -4.594489890199635738e+03 2.177724411035193498e+03 5.508364304937473207e+03
5.230000000000000000e+03 4.527135528433613479e+06 -2.554937004214872140e+06 4.827599053325707093e+06 -4.619781249109472810e+03 2.191992078286588821e+03 5.481468815838764385e+03
5.235000000000000000e+03 4.503973590406641364e+06 -2.543941473878208082e+06 4.854938947996353731e+06 -4.644943413672385759e+03 2.206198402530812928e+03 5.454420710430901636e+03
